depute_nom,groupe_abrev,scrutin_num,scrutin_date,vote_position,vote_dissident,scrutin_groupe,scrutin_fulldesc,scrutin_dossierLibelle,scrutin_typeLibelle,scrutin_typedetail
M. Jean-Michel Mis,LAREM,928,12/06/2018,pour,False,Gouvernement,"Scrutin n° 928 du 12/06/2018 : l'ensemble du projet de loi portant évolution du logement, de l'aménagement et du numérique (première lecture).","Logement et urbanisme : évolution du logement, de laménagement et du numérique (ELAN)	
",Scrutins solennels sur l'ensemble d'un texte,loi
Mme Nathalie Sarles,LAREM,928,12/06/2018,pour,False,Gouvernement,"Scrutin n° 928 du 12/06/2018 : l'ensemble du projet de loi portant évolution du logement, de l'aménagement et du numérique (première lecture).","Logement et urbanisme : évolution du logement, de laménagement et du numérique (ELAN)	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Dino Cinieri,LR,928,12/06/2018,contre,False,Gouvernement,"Scrutin n° 928 du 12/06/2018 : l'ensemble du projet de loi portant évolution du logement, de l'aménagement et du numérique (première lecture).","Logement et urbanisme : évolution du logement, de laménagement et du numérique (ELAN)	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Régis Juanico,SOC,928,12/06/2018,contre,False,Gouvernement,"Scrutin n° 928 du 12/06/2018 : l'ensemble du projet de loi portant évolution du logement, de l'aménagement et du numérique (première lecture).","Logement et urbanisme : évolution du logement, de laménagement et du numérique (ELAN)	
",Scrutins solennels sur l'ensemble d'un texte,loi
Mme Valéria Faure-Muntian,LAREM,928,12/06/2018,absent,False,Gouvernement,"Scrutin n° 928 du 12/06/2018 : l'ensemble du projet de loi portant évolution du logement, de l'aménagement et du numérique (première lecture).","Logement et urbanisme : évolution du logement, de laménagement et du numérique (ELAN)	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Julien Borowczyk,LAREM,929,12/06/2018,contre,False,,Scrutin n° 929 du 12/06/2018 : l'amendement n° 312 de M. Dharreville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,929,12/06/2018,absent,False,,Scrutin n° 929 du 12/06/2018 : l'amendement n° 312 de M. Dharreville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,929,12/06/2018,absent,False,,Scrutin n° 929 du 12/06/2018 : l'amendement n° 312 de M. Dharreville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,929,12/06/2018,absent,False,,Scrutin n° 929 du 12/06/2018 : l'amendement n° 312 de M. Dharreville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,929,12/06/2018,absent,False,,Scrutin n° 929 du 12/06/2018 : l'amendement n° 312 de M. Dharreville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,929,12/06/2018,absent,False,,Scrutin n° 929 du 12/06/2018 : l'amendement n° 312 de M. Dharreville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,939,12/06/2018,pour,False,,Scrutin n° 939 du 12/06/2018 : l'amendement n° 954 de M. Dharréville et les amendements identiques suivants à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,939,12/06/2018,contre,False,,Scrutin n° 939 du 12/06/2018 : l'amendement n° 954 de M. Dharréville et les amendements identiques suivants à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,939,12/06/2018,absent,False,,Scrutin n° 939 du 12/06/2018 : l'amendement n° 954 de M. Dharréville et les amendements identiques suivants à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,939,12/06/2018,absent,False,,Scrutin n° 939 du 12/06/2018 : l'amendement n° 954 de M. Dharréville et les amendements identiques suivants à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,939,12/06/2018,absent,False,,Scrutin n° 939 du 12/06/2018 : l'amendement n° 954 de M. Dharréville et les amendements identiques suivants à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,939,12/06/2018,absent,False,,Scrutin n° 939 du 12/06/2018 : l'amendement n° 954 de M. Dharréville et les amendements identiques suivants à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,938,12/06/2018,pour,False,,Scrutin n° 938 du 12/06/2018 : l'amendement n° 621 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,938,12/06/2018,contre,False,,Scrutin n° 938 du 12/06/2018 : l'amendement n° 621 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,938,12/06/2018,contre,False,,Scrutin n° 938 du 12/06/2018 : l'amendement n° 621 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,938,12/06/2018,absent,False,,Scrutin n° 938 du 12/06/2018 : l'amendement n° 621 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,938,12/06/2018,absent,False,,Scrutin n° 938 du 12/06/2018 : l'amendement n° 621 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,938,12/06/2018,absent,False,,Scrutin n° 938 du 12/06/2018 : l'amendement n° 621 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,926,11/06/2018,absent,False,Gouvernement,"Scrutin n° 926 du 11/06/2018 : la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).","Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,motion
M. Julien Borowczyk,LAREM,926,11/06/2018,absent,False,Gouvernement,"Scrutin n° 926 du 11/06/2018 : la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).","Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,motion
M. Régis Juanico,SOC,926,11/06/2018,absent,False,Gouvernement,"Scrutin n° 926 du 11/06/2018 : la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).","Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,motion
Mme Nathalie Sarles,LAREM,926,11/06/2018,absent,False,Gouvernement,"Scrutin n° 926 du 11/06/2018 : la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).","Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,motion
M. Dino Cinieri,LR,926,11/06/2018,absent,False,Gouvernement,"Scrutin n° 926 du 11/06/2018 : la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).","Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,motion
Mme Valéria Faure-Muntian,LAREM,926,11/06/2018,absent,False,Gouvernement,"Scrutin n° 926 du 11/06/2018 : la motion de rejet préalable, déposée par M. Jean-Luc Mélenchon, du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).","Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,motion
M. Régis Juanico,SOC,933,12/06/2018,pour,False,,Scrutin n° 933 du 12/06/2018 : l'amendement n° 473 de M. Dharrévile à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,933,12/06/2018,contre,False,,Scrutin n° 933 du 12/06/2018 : l'amendement n° 473 de M. Dharrévile à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,933,12/06/2018,absent,False,,Scrutin n° 933 du 12/06/2018 : l'amendement n° 473 de M. Dharrévile à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,933,12/06/2018,absent,False,,Scrutin n° 933 du 12/06/2018 : l'amendement n° 473 de M. Dharrévile à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,933,12/06/2018,absent,False,,Scrutin n° 933 du 12/06/2018 : l'amendement n° 473 de M. Dharrévile à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,933,12/06/2018,absent,False,,Scrutin n° 933 du 12/06/2018 : l'amendement n° 473 de M. Dharrévile à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,932,12/06/2018,abstention,True,,Scrutin n° 932 du 12/06/2018 : l'amendement n° 2054 de Mme Rabault à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,932,12/06/2018,absent,False,,Scrutin n° 932 du 12/06/2018 : l'amendement n° 2054 de Mme Rabault à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,932,12/06/2018,absent,False,,Scrutin n° 932 du 12/06/2018 : l'amendement n° 2054 de Mme Rabault à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,932,12/06/2018,absent,False,,Scrutin n° 932 du 12/06/2018 : l'amendement n° 2054 de Mme Rabault à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,932,12/06/2018,absent,False,,Scrutin n° 932 du 12/06/2018 : l'amendement n° 2054 de Mme Rabault à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,932,12/06/2018,absent,False,,Scrutin n° 932 du 12/06/2018 : l'amendement n° 2054 de Mme Rabault à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,931,12/06/2018,contre,False,,Scrutin n° 931 du 12/06/2018 : l'amendement n° 1277 de Mme Bareigts à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,931,12/06/2018,absent,False,,Scrutin n° 931 du 12/06/2018 : l'amendement n° 1277 de Mme Bareigts à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,931,12/06/2018,absent,False,,Scrutin n° 931 du 12/06/2018 : l'amendement n° 1277 de Mme Bareigts à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,931,12/06/2018,absent,False,,Scrutin n° 931 du 12/06/2018 : l'amendement n° 1277 de Mme Bareigts à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,931,12/06/2018,absent,False,,Scrutin n° 931 du 12/06/2018 : l'amendement n° 1277 de Mme Bareigts à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,931,12/06/2018,absent,False,,Scrutin n° 931 du 12/06/2018 : l'amendement n° 1277 de Mme Bareigts à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,930,12/06/2018,contre,False,,Scrutin n° 930 du 12/06/2018 : l'amendement n° 153 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,930,12/06/2018,absent,False,,Scrutin n° 930 du 12/06/2018 : l'amendement n° 153 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,930,12/06/2018,absent,False,,Scrutin n° 930 du 12/06/2018 : l'amendement n° 153 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,930,12/06/2018,absent,False,,Scrutin n° 930 du 12/06/2018 : l'amendement n° 153 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,930,12/06/2018,absent,False,,Scrutin n° 930 du 12/06/2018 : l'amendement n° 153 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,930,12/06/2018,absent,False,,Scrutin n° 930 du 12/06/2018 : l'amendement n° 153 de M. Cherpion à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,937,12/06/2018,contre,False,,Scrutin n° 937 du 12/06/2018 : le sous-amendement n° 2202 de Mme Bareigts et le sous-amendement identique suivant à l'amendement n° 2100 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,937,12/06/2018,absent,False,,Scrutin n° 937 du 12/06/2018 : le sous-amendement n° 2202 de Mme Bareigts et le sous-amendement identique suivant à l'amendement n° 2100 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,937,12/06/2018,absent,False,,Scrutin n° 937 du 12/06/2018 : le sous-amendement n° 2202 de Mme Bareigts et le sous-amendement identique suivant à l'amendement n° 2100 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,937,12/06/2018,absent,False,,Scrutin n° 937 du 12/06/2018 : le sous-amendement n° 2202 de Mme Bareigts et le sous-amendement identique suivant à l'amendement n° 2100 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,937,12/06/2018,absent,False,,Scrutin n° 937 du 12/06/2018 : le sous-amendement n° 2202 de Mme Bareigts et le sous-amendement identique suivant à l'amendement n° 2100 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,937,12/06/2018,absent,False,,Scrutin n° 937 du 12/06/2018 : le sous-amendement n° 2202 de Mme Bareigts et le sous-amendement identique suivant à l'amendement n° 2100 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,936,12/06/2018,contre,False,,Scrutin n° 936 du 12/06/2018 : l'amendement n° 474 de M. Dharréville à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,936,12/06/2018,absent,False,,Scrutin n° 936 du 12/06/2018 : l'amendement n° 474 de M. Dharréville à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,936,12/06/2018,absent,False,,Scrutin n° 936 du 12/06/2018 : l'amendement n° 474 de M. Dharréville à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,936,12/06/2018,absent,False,,Scrutin n° 936 du 12/06/2018 : l'amendement n° 474 de M. Dharréville à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,936,12/06/2018,absent,False,,Scrutin n° 936 du 12/06/2018 : l'amendement n° 474 de M. Dharréville à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,936,12/06/2018,absent,False,,Scrutin n° 936 du 12/06/2018 : l'amendement n° 474 de M. Dharréville à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,935,12/06/2018,absent,False,,Scrutin n° 935 du 12/06/2018 : l'amendement n° 2091 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,935,12/06/2018,absent,False,,Scrutin n° 935 du 12/06/2018 : l'amendement n° 2091 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,935,12/06/2018,absent,False,,Scrutin n° 935 du 12/06/2018 : l'amendement n° 2091 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,935,12/06/2018,absent,False,,Scrutin n° 935 du 12/06/2018 : l'amendement n° 2091 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,935,12/06/2018,absent,False,,Scrutin n° 935 du 12/06/2018 : l'amendement n° 2091 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,935,12/06/2018,absent,False,,Scrutin n° 935 du 12/06/2018 : l'amendement n° 2091 de M. Maillard à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,934,12/06/2018,pour,False,,Scrutin n° 934 du 12/06/2018 : l'amendement n° 155 de M. Cherpion et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,934,12/06/2018,contre,False,,Scrutin n° 934 du 12/06/2018 : l'amendement n° 155 de M. Cherpion et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,934,12/06/2018,absent,False,,Scrutin n° 934 du 12/06/2018 : l'amendement n° 155 de M. Cherpion et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,934,12/06/2018,absent,False,,Scrutin n° 934 du 12/06/2018 : l'amendement n° 155 de M. Cherpion et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,934,12/06/2018,absent,False,,Scrutin n° 934 du 12/06/2018 : l'amendement n° 155 de M. Cherpion et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,934,12/06/2018,absent,False,,Scrutin n° 934 du 12/06/2018 : l'amendement n° 155 de M. Cherpion et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,"Travail : liberté du choix de son avenir professionnel
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,948,13/06/2018,contre,False,,Scrutin n° 948 du 13/06/2018 : l'amendement n° 1817 de Mme Victory à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,948,13/06/2018,absent,False,,Scrutin n° 948 du 13/06/2018 : l'amendement n° 1817 de Mme Victory à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,948,13/06/2018,absent,False,,Scrutin n° 948 du 13/06/2018 : l'amendement n° 1817 de Mme Victory à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,948,13/06/2018,absent,False,,Scrutin n° 948 du 13/06/2018 : l'amendement n° 1817 de Mme Victory à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,948,13/06/2018,absent,False,,Scrutin n° 948 du 13/06/2018 : l'amendement n° 1817 de Mme Victory à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,948,13/06/2018,absent,False,,Scrutin n° 948 du 13/06/2018 : l'amendement n° 1817 de Mme Victory à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,946,13/06/2018,contre,False,,Scrutin n° 946 du 13/06/2018 : l'amendement n° 1471 de M. Vercamer à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,946,13/06/2018,absent,False,,Scrutin n° 946 du 13/06/2018 : l'amendement n° 1471 de M. Vercamer à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,946,13/06/2018,absent,False,,Scrutin n° 946 du 13/06/2018 : l'amendement n° 1471 de M. Vercamer à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,946,13/06/2018,absent,False,,Scrutin n° 946 du 13/06/2018 : l'amendement n° 1471 de M. Vercamer à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,946,13/06/2018,absent,False,,Scrutin n° 946 du 13/06/2018 : l'amendement n° 1471 de M. Vercamer à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,946,13/06/2018,absent,False,,Scrutin n° 946 du 13/06/2018 : l'amendement n° 1471 de M. Vercamer à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,947,13/06/2018,contre,False,,Scrutin n° 947 du 13/06/2018 : l'amendement n° 965 de M. Dharréville à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
