depute_nom,groupe_abrev,scrutin_num,scrutin_date,vote_position,vote_dissident,scrutin_groupe,scrutin_fulldesc,scrutin_dossierLibelle,scrutin_typeLibelle,scrutin_typedetail
M. Jean-Michel Mis,LAREM,947,13/06/2018,absent,False,,Scrutin n° 947 du 13/06/2018 : l'amendement n° 965 de M. Dharréville à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,947,13/06/2018,absent,False,,Scrutin n° 947 du 13/06/2018 : l'amendement n° 965 de M. Dharréville à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,947,13/06/2018,absent,False,,Scrutin n° 947 du 13/06/2018 : l'amendement n° 965 de M. Dharréville à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,947,13/06/2018,absent,False,,Scrutin n° 947 du 13/06/2018 : l'amendement n° 965 de M. Dharréville à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,947,13/06/2018,absent,False,,Scrutin n° 947 du 13/06/2018 : l'amendement n° 965 de M. Dharréville à l'article 4 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,945,13/06/2018,pour,False,Gouvernement,Scrutin n° 945 du 13/06/2018 : l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Jean-Michel Mis,LAREM,945,13/06/2018,absent,False,Gouvernement,Scrutin n° 945 du 13/06/2018 : l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Régis Juanico,SOC,945,13/06/2018,absent,False,Gouvernement,Scrutin n° 945 du 13/06/2018 : l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
Mme Nathalie Sarles,LAREM,945,13/06/2018,absent,False,Gouvernement,Scrutin n° 945 du 13/06/2018 : l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Dino Cinieri,LR,945,13/06/2018,absent,False,Gouvernement,Scrutin n° 945 du 13/06/2018 : l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
Mme Valéria Faure-Muntian,LAREM,945,13/06/2018,absent,False,Gouvernement,Scrutin n° 945 du 13/06/2018 : l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Jean-Michel Mis,LAREM,944,13/06/2018,absent,False,,Scrutin n° 944 du 13/06/2018 : l'amendement n° 5 de M. Verchère et les amendements identiques suivants à l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,944,13/06/2018,absent,False,,Scrutin n° 944 du 13/06/2018 : l'amendement n° 5 de M. Verchère et les amendements identiques suivants à l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,944,13/06/2018,absent,False,,Scrutin n° 944 du 13/06/2018 : l'amendement n° 5 de M. Verchère et les amendements identiques suivants à l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,944,13/06/2018,absent,False,,Scrutin n° 944 du 13/06/2018 : l'amendement n° 5 de M. Verchère et les amendements identiques suivants à l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,944,13/06/2018,absent,False,,Scrutin n° 944 du 13/06/2018 : l'amendement n° 5 de M. Verchère et les amendements identiques suivants à l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,944,13/06/2018,absent,False,,Scrutin n° 944 du 13/06/2018 : l'amendement n° 5 de M. Verchère et les amendements identiques suivants à l'article 3 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture) [,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,952,14/06/2018,absent,False,,Scrutin n° 952 du 14/06/2018 : l'amendement n° 1737 de Mme Hammerer à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,952,14/06/2018,absent,False,,Scrutin n° 952 du 14/06/2018 : l'amendement n° 1737 de Mme Hammerer à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,952,14/06/2018,absent,False,,Scrutin n° 952 du 14/06/2018 : l'amendement n° 1737 de Mme Hammerer à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,952,14/06/2018,absent,False,,Scrutin n° 952 du 14/06/2018 : l'amendement n° 1737 de Mme Hammerer à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,952,14/06/2018,absent,False,,Scrutin n° 952 du 14/06/2018 : l'amendement n° 1737 de Mme Hammerer à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,952,14/06/2018,absent,False,,Scrutin n° 952 du 14/06/2018 : l'amendement n° 1737 de Mme Hammerer à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,956,14/06/2018,pour,False,Gouvernement,Scrutin n° 956 du 14/06/2018 : l'article 10 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Julien Borowczyk,LAREM,956,14/06/2018,absent,False,Gouvernement,Scrutin n° 956 du 14/06/2018 : l'article 10 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Régis Juanico,SOC,956,14/06/2018,absent,False,Gouvernement,Scrutin n° 956 du 14/06/2018 : l'article 10 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
Mme Nathalie Sarles,LAREM,956,14/06/2018,absent,False,Gouvernement,Scrutin n° 956 du 14/06/2018 : l'article 10 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Dino Cinieri,LR,956,14/06/2018,absent,False,Gouvernement,Scrutin n° 956 du 14/06/2018 : l'article 10 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
Mme Valéria Faure-Muntian,LAREM,956,14/06/2018,absent,False,Gouvernement,Scrutin n° 956 du 14/06/2018 : l'article 10 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,article
M. Jean-Michel Mis,LAREM,949,14/06/2018,absent,False,Gouvernement,"Scrutin n° 949 du 14/06/2018 : la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi relative à la protection du secret des affaires (texte de la commission mixte paritaire).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,motion
M. Julien Borowczyk,LAREM,949,14/06/2018,absent,False,Gouvernement,"Scrutin n° 949 du 14/06/2018 : la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi relative à la protection du secret des affaires (texte de la commission mixte paritaire).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,motion
M. Régis Juanico,SOC,949,14/06/2018,absent,False,Gouvernement,"Scrutin n° 949 du 14/06/2018 : la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi relative à la protection du secret des affaires (texte de la commission mixte paritaire).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,motion
Mme Nathalie Sarles,LAREM,949,14/06/2018,absent,False,Gouvernement,"Scrutin n° 949 du 14/06/2018 : la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi relative à la protection du secret des affaires (texte de la commission mixte paritaire).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,motion
M. Dino Cinieri,LR,949,14/06/2018,absent,False,Gouvernement,"Scrutin n° 949 du 14/06/2018 : la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi relative à la protection du secret des affaires (texte de la commission mixte paritaire).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,motion
Mme Valéria Faure-Muntian,LAREM,949,14/06/2018,absent,False,Gouvernement,"Scrutin n° 949 du 14/06/2018 : la motion de rejet préalable, déposée par M. André Chassaigne, de la proposition de loi relative à la protection du secret des affaires (texte de la commission mixte paritaire).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,motion
M. Jean-Michel Mis,LAREM,951,14/06/2018,absent,False,,Scrutin n° 951 du 14/06/2018 : l'amendement n° 951 de M. Dharréville à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,951,14/06/2018,absent,False,,Scrutin n° 951 du 14/06/2018 : l'amendement n° 951 de M. Dharréville à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,951,14/06/2018,absent,False,,Scrutin n° 951 du 14/06/2018 : l'amendement n° 951 de M. Dharréville à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,951,14/06/2018,absent,False,,Scrutin n° 951 du 14/06/2018 : l'amendement n° 951 de M. Dharréville à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,951,14/06/2018,absent,False,,Scrutin n° 951 du 14/06/2018 : l'amendement n° 951 de M. Dharréville à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,951,14/06/2018,absent,False,,Scrutin n° 951 du 14/06/2018 : l'amendement n° 951 de M. Dharréville à l'article 7 du projet de loi pour la liberté de choisir son avenir professionnel (première lecture).,Travail : liberté du choix de son avenir professionnel,Scrutins publics ordinaires,amendement
